Video,Views,
"Justin Quiles, @ChimbalaHD @ZionLennox - Loco (Video Oficial)","164,267,507",
King - Tu Aake Dekhle | The Carnival | The Last Ride | Prod. by Shahbeatz | Latest Hit Songs 2020,"163,739,730",
"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock","163,725,251",
"Milly, Farruko, Jay Wheeler, Nio Garcia & Amenazzy - No Te Enamores Remix 🍯🐝 (Official Video)","163,495,540",
Dil Ko Karaar Aaya - Sidharth Shukla & Neha Sharma | Neha Kakkar & YasserDesai | Rajat Nagpal | Rana,"163,238,006",
Sech - 911 (Video Oficial),"163,046,799",
HA-ASH - Lo Aprendí de Ti (Primera Fila - Hecho Realidad [En Vivo]),"162,597,246",
Travis Scott - goosebumps ft. Kendrick Lamar,"162,540,621",
บ้านพี่สกลหนาวเเล้ว - MAN'R x BEARING ft ท้าวคำสิงห์ x ขยะหน้าต้นไม้ (​ Official MV ),"161,915,637",
FROZEN | Let It Go from Disney's FROZEN - performed by Idina Menzel | Official Disney UK,"161,886,333",
ANUEL AA & @Ozuna - LOS DIOSES,"161,427,104",
"Tera Fitoor Lyrical - Genius | Utkarsh Sharma, Ishita Chauhan | Arijit Singh | Himesh Reshammiya","161,115,574",
"Cham Cham Full Video | BAAGHI | Tiger Shroff, Shraddha Kapoor| Meet Bros, Monali Thakur| Sabbir Khan","161,038,760",
KAROL G - EL BARCO,"161,029,515",
"That Time of Year (From ""Olaf's Frozen Adventure"")","160,846,240",
Oliver Tree - Life Goes On [Music Video],"160,814,246",
ROSÉ - 'Gone' M/V,"160,746,194",
Grupo Firme - Ya Superame - (Video Oficial),"160,425,572",
"Becky G, Bad Bunny - Mayores (Official Video)","160,215,163",
Calum Scott - You Are The Reason (Official Video),"160,161,590",
French Montana - Unforgettable ft. Swae Lee,"160,057,876",
Hozier - Take Me To Church,"159,999,682",
Ozuna x J Balvin x Chencho Corleone - Una Locura (Video Oficial),"159,952,929",
Baby Girl | Guru Randhawa Dhvani Bhanushali | Remo D'Souza | Bhushan Kumar | Vee,"159,951,884",
Sean Paul - No Lie (Official Music Video) ft. Dua Lipa,"159,781,592",
Undo - POP PONGKOOL X WONDERFRAME (JOOX 100x100 SEASON 2) 「Official MV」,"159,724,633",
ແພງອ້າຍ ( แพงอ้าย ) SOPHANA x Nutdao x Mild&Mint x แบกือ BiGYAI [OFFICIAL MV],"159,433,958",
Eminem - Venom,"159,075,424",
Romeo Santos - Propuesta Indecente (Official Video),"159,025,569",
"Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã","158,696,735",
J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Video Oficial),"158,137,859",
Danny Ocean - Me Rehúso (Official Audio),"157,688,448",
21 Savage - a lot (Official Video) ft. J. Cole,"157,641,557",
"#Video - #Rap Song - हैलो कौन - #Ritesh Pandey,Sneh Upadhya - Hello Koun - New Bhojpuri Song 2019","157,551,170",
David Guetta - Titanium ft. Sia (Official Video),"157,177,702",
"Tip Tip Song: Sooryavanshi | Akshay Kumar, Katrina Kaif | Udit N, Alka Y, Tanishk | Rohit Shetty","156,770,358",
Backstreet Boys - I Want It That Way (Official HD Video),"156,617,495",
MC Kevin O Chris - Tipo Gin - E Ela Tá Movimentando (Vídeo Oficial - DVD Todo Mundo Ama O Chris),"156,599,887",
ACASO (VAI VER QUE UM DIA A GENTE SE ENCONTRA) - Vitor Fernandes,"156,087,962",
"Shawn Mendes, Camila Cabello - Señorita","156,081,990",
Daddy Yankee - Problema (Video Oficial),"155,930,641",
"Paas Bulati Hai | Jaanwar - Mothers Song | मदर्स डे स्पेशल | Shilpa Shetty | Alka Yagnik, Sunidhi","155,719,192",
Guru Randhawa: Nain Bengali (Official Video) David Zennie | Vee | Bhushan Kumar,"155,410,366",
Aqua - Barbie Girl (Official Music Video),"155,231,540",
Doja Cat - Need to Know (Official Video),"155,161,936",
Tierry - HACKEARAM-ME part. Marília Mendonça - DVD Acertou Na Mosca,"154,757,232",
"مهرجان "" عود البنات عالى "" حسن شاكوش و عمر كمال - توزيع اسلام ساسو 2020","154,687,381",
"Los Ángeles Azules, Belinda, Lalo Ebratt - Amor A Primera Vista ft. Horacio Palencia","154,635,555",
Hook Up Song - Student Of The Year 2 | Tiger Shroff & Alia | Vishal and Shekhar |Neha Kakkar|Kumaar,"154,548,266",
Maroon 5 - Girls Like You ft. Cardi B (Volume 2) (Official Music Video),"154,506,478",
ดึงดัน - COCKTAIL X ตั๊ก ศิริพร (JOOX 100x100 SEASON 2)「Official MV」,"154,398,155",
Aya Nakamura - Copines (Clip officiel),"154,075,993",
"Jessie J, Ariana Grande, Nicki Minaj - Bang Bang (Official Video)","153,997,743",
FILHALL | Akshay Kumar Ft Nupur Sanon | BPraak | Jaani | Arvindr Khaira | Ammy Virk | DESI MELODIES,"153,896,442",
"Dalex - Hola Remix ft. Lenny Tavárez, Chencho Corleone, Juhn ""El All Star"" (Video Lírico Oficial)","153,675,659",
George Michael - Careless Whisper (Official Video),"153,460,078",
Justin Quiles @NattiNatasha @farruko Zion @dalex @LennyTavarezMusic DJ No Pare REMIX (Video Oficial),"152,973,759",
Dua Lipa - Break My Heart (Official Video),"152,933,056",
Audioslave - Like a Stone (Official Video),"152,927,771",
Evanescence - Bring Me To Life (Official Music Video),"152,890,074",
The Verve - Bitter Sweet Symphony,"152,289,993",
Tesher x Jason Derulo - Jalebi Baby (Official Video),"152,106,196",
Agust D '대취타' MV,"151,785,412",
"Phir Bhi Tumko Chaahunga - Full Song | Arijit Singh | Arjun K & Shraddha K | Mithoon , Manoj M","151,718,908",
Mann Bharryaa 2.0 – Official Video | Shershaah | Sidharth – Kiara | B Praak | Jaani,"151,532,280",
POP SMOKE - DIOR (OFFICIAL VIDEO),"151,181,844",
Gorillaz - Clint Eastwood (Official Video),"151,179,208",
Phulkari : Karan Randhawa (Official Video) Simar Kaur | Rav Dhillon | GK Digital | Geet MP3,"151,023,026",
Guns N' Roses - Sweet Child O' Mine (Official Music Video),"150,812,338",
Tayrone - Cê Tá Preparada (Ao Vivo Em Goiânia / 2021) ft. Marilia Mendonça,"150,686,453",
"Jai Jai Shivshankar Song | Holi Song | WAR | Hrithik Roshan, Tiger Shroff | Vishal & Shekhar, Benny","150,468,785",
BTS (방탄소년단) '피 땀 눈물 (Blood Sweat & Tears)' Official MV,"150,434,717",
Okey Oka Lokam Lyrical | Sashi Songs | Aadi | Sid Sriram | Srinivas Naidu Nadikatla | Arun Chiluveru,"150,341,454",
Marc Seguí - Tiroteo Remix ft. Rauw Alejandro y Pol Granch (Videoclip Oficial),"150,224,869",
Willy William - Ego (Clip Officiel),"149,725,883",
#VIDEO | लईका तोहरे के पापा कहता | Neelkamal Singh | Laika Tohre Ke Papa Kahta | Bhojpuri Song 2021,"149,177,791",
Ariana Grande - 34+35 (official video),"149,034,057",
Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk,"148,931,558",
Juice WRLD - Lucid Dreams (Directed by Cole Bennett),"148,851,799",
Eminem - Godzilla ft. Juice WRLD (Directed by Cole Bennett),"148,849,994",
"ITZY ""WANNABE"" M/V @ITZY","148,324,715",
Letícia - Zé Vaqueiro (Clipe Oficial),"148,113,390",
"Diles - Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow","147,950,607",
Lukas Graham - 7 Years [Official Music Video],"147,815,664",
"Any Gabrielly - Saber Quem Sou (De ""Moana"")","147,783,841",
Kutty Pattas Music Video | Ashwin | Reba John | Venki | Santhosh Dhayanidhi | Sandy,"147,751,261",
Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,"147,500,243",
"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]","147,429,488",
Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),"147,402,624",
Myke Towers - EXPLICITO (Video Oficial),"147,084,248",
R.E.M. - Losing My Religion (Official Music Video),"146,346,935",
Snow Tha Product || BZRP Music Sessions #39,"146,281,252",
Justin Quiles - Jeans (Video Oficial),"146,271,337",
Shona Shona - @TonyKakkar & Neha Kakkar ft. Sidharth Shukla & Shehnaaz Gill | Anshul Garg,"146,229,551",
NCT DREAM 엔시티 드림 '맛 (Hot Sauce)' MV,"146,182,940",
Tierry - RITA - DVD Acertou Na Mosca,"146,138,740",
Doja Cat - Streets (Audio),"146,080,198",
"Idina Menzel, Evan Rachel Wood - Show Yourself (From ""Frozen 2""/ Sing-Along)","146,078,280",
Polo G - RAPSTAR (Official Video),"146,078,074",
"TWICE ""What is Love?"" M/V","145,759,149",
Arcangel x Bad Bunny X Dj Luian X Mambo Kingz - Tu No Vive Asi [Video oficial],"145,685,141",
"Wesley Safadão e Barões da Pisadinha - Ele é Ele, Eu Sou Eu - DVD Safadão Amplificado","145,541,159",
aespa 에스파 'Savage' MV,"145,408,127",
Bon Jovi - It's My Life (Official Music Video),"145,302,318",
"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika Singh,Neha,Kumar S","145,089,071",
Ryan Castro - JORDAN 🏀 (Video Oficial),"144,999,543",
Romeo Santos - La Diabla/Mi Santa ft. Tomatito,"144,852,560",
Lewis Capaldi - Someone You Loved,"144,646,430",
"Stray Kids ""소리꾼(Thunderous)"" M/V","144,614,143",
The Chainsmokers - Don't Let Me Down (Official Video) ft. Daya,"144,557,943",
"Ghungroo Song | WAR | Hrithik Roshan, Vaani Kapoor | Arijit Singh, Shilpa | Vishal & Shekhar, Kumaar","144,528,282",
Coldplay X BTS - My Universe (Official Video),"144,360,681",
Rauw Alejandro & Chencho Corleone - El Efecto (Video Oficial),"144,215,514",
Akon - Smack That (Official Music Video) ft. Eminem,"144,133,690",
SƠN TÙNG M-TP | MUỘN RỒI MÀ SAO CÒN | OFFICIAL MUSIC VIDEO,"144,118,723",
Pooh Shiesty - Back In Blood (feat. Lil Durk) [Official Music Video],"144,025,854",
Coldplay - Yellow (Official Video),"143,997,173",
Radiohead - Creep,"143,982,912",
twenty one pilots - Ride (Official Video),"143,867,717",
Post Malone ft. 21 Savage - rockstar (Official Music Video),"143,717,115",
Drake - God's Plan,"143,401,173",
Shakira - Hips Don't Lie (Official 4K Video) ft. Wyclef Jean,"142,904,360",
"Arcángel, Sech - Sigues Con Él (Video Oficial)","142,790,486",
Ricardo Arjona - Historia De Taxi (Video),"142,470,164",
Dr. Dre - Still D.R.E. ft. Snoop Dogg,"142,093,230",
Christian Nodal - De Los Besos Que Te Di (Video Oficial),"141,897,580",
Daru Badnaam | Kamal Kahlon & Param Singh | Official Video | Pratik Studio | Latest Punjabi Songs,"141,873,989",
Bom Diggy Diggy (VIDEO) | Zack Knight | Jasmin Walia | Sonu Ke Titu Ki Sweety,"141,787,088",
Coldplay - Paradise (Official Video),"141,633,965",
"Dalex - Pa Mi (Remix) ft. Sech, Rafa Pabön, Cazzu, Feid, Khea and Lenny Tavárez [Video Oficial]","141,449,315",
"Lakdi Ki Kaathi - ""लकड़ी की काठी काठी पे घोडा"" | Masoom | Childrens Songs | Popular Kids HD Songs","140,959,170",
"Becky G, NATTI NATASHA - Sin Pijama (Official Video)","140,501,560",
Madonna - La Isla Bonita (Official Video),"140,380,327",
Nadiyon Paar - Full Song - Roohi | Janhvi Kapoor| Sachin-Jigar | Shamur | Rashmeet K,"140,366,813",
"Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video)","140,127,113",
Tiësto - The Business (Official Music Video),"140,068,493",
Ministério Zoe - Aquieta Minh'alma (Video Oficial),"139,838,057",
BAD BUNNY x DRAKE - MÍA (Video Oficial),"139,313,951",
"Chhalaang: Care Ni Karda | Rajkummar R, Nushrratt B | Yo Yo Honey Singh, Alfaaz, Hommie Dilliwala","138,933,442",
"🌡105F RMX - Kevvo FT Chencho Corleone, Farruko , Myke Towers, Arcangel, Ñengo Flow, Darell, Brytiago","138,758,821",
Sia - Snowman [Official Video],"138,627,565",
Doja Cat - Streets (Official Video),"138,618,365",
#Video - लाखो है दिवाने - Lakho Hai Deewane - Ankush Raja - Hindi Songs 2019 New,"138,393,913",
Sia - Cheap Thrills (Performance Edit),"138,328,056",
Crazy Frog - Axel F (Director's Cut),"137,789,007",
"Laung Laachi Title Song | Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Song 2018","137,680,833",
"Lady Gaga, Bradley Cooper - Shallow (From A Star Is Born/Live From The Oscars)","137,563,717",
Bande Organisée - Sch / Kofs / Jul / Naps / Soso maness / Elams / Solda / Houari // Clip Officiel,"137,324,591",
Marília Mendonça & Maiara e Maraisa - Coração Bandido (Official Music Video),"136,973,974",
"Camilo, Evaluna Montaner - Por Primera Vez (Official Video)","136,230,180",
Maroon 5 - Memories (Official Video),"135,971,123",
Luan Santana - MORENA (Clipe Oficial),"135,757,224",
Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,"135,706,596",
Lady Gaga - Poker Face (Official Music Video),"135,352,611",
Marília Mendonça - Troca de Calçada,"134,764,061",
VEGEDREAM - RAMENEZ LA COUPE A LA MAISON,"134,738,247",
Tiësto & Karol G - Don't Be Shy (Official Music Video),"134,622,564",
La Oreja de Van Gogh - Rosas (Vídeo Oficial),"134,571,961",
Billie Eilish - Happier Than Ever (Official Music Video),"134,377,182",
BLACKPINK - '휘파람 (WHISTLE)' M/V,"133,909,026",
Titliaan Warga | Harrdy Sandhu ft Jaani | Sargun Mehta | Arvindr Khaira | Avvy Sra | Desi Melodies,"133,840,076",
حبيبتي افتحي شباكك انا جيت - حسن شاكوش و ياسمين رئيس Hassan Shakosh Ft Yasmin Raeis - Habibty,"133,743,296",
Eminem - The Real Slim Shady (Official Video - Clean Version),"133,440,898",
Bryan Adams - Please Forgive Me (Official Music Video),"133,373,375",
Poesia Acústica #9 - Melhor Forma - L7NNON | CHRIS | Xamã | Lourena | Cesar Mc | Djonga | Filipe Ret,"133,221,818",
Osito Gominola - Full Spanish Version - The Gummy Bear Song,"133,130,342",
"Jack Harlow - WHATS POPPIN feat. Dababy, Tory Lanez, & Lil Wayne [Official Video]","132,999,459",
Indila - Dernière Danse (Clip Officiel),"132,908,041",
Bruno Mars - Locked Out Of Heaven (Official Music Video),"132,369,518",
"Lola Indigo, TINI, Belinda - Niña de la Escuela (Official Video)","132,302,694",
"Selena Gomez, Rauw Alejandro - Baila Conmigo (Official Video)","132,163,548",
Coldplay - Adventure Of A Lifetime (Official Video),"131,908,166",
BTS (방탄소년단) 'Black Swan' Official MV,"131,771,229",
"Besharam Bewaffa Song: Divya K, Gautam G, Siddarth G | B Praak, Jaani |Radhika, Vinay| Bhushan Kumar","131,746,033",
"K/DA - POP/STARS (ft. Madison Beer, (G)I-DLE, Jaira Burns) | Music Video - League of Legends","131,697,678",
Christian Nodal - Adiós Amor (Video Oficial),"131,653,623",
