Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),"1,557,467,907","150,980,009,063"
"Casper, Nio García, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial)","1,529,230,434",
Nicky Jam x J. Balvin - X (EQUIS) | Video Oficial | Prod. Afro Bros & Jeon,"1,448,025,295",
"Luis Fonsi, Demi Lovato - Échame La Culpa","1,292,391,736",
Ed Sheeran - Perfect (Official Music Video),"1,288,351,372",
Luis Fonsi - Despacito ft. Daddy Yankee,"1,227,560,360",
Daddy Yankee - Dura (Video Oficial),"1,221,456,767",
"Becky G, NATTI NATASHA - Sin Pijama (Official Video)","1,174,846,906",
Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),"1,151,466,447",
Maluma - Corazón (Official Video) ft. Nego do Borel,"1,107,328,666",
Piso 21 - Déjala Que Vuelva (feat. Manuel Turizo) [Video Oficial],"1,072,004,189",
Ed Sheeran - Shape of You (Official Music Video),"1,023,573,997",
Camila Cabello - Havana (Audio) ft. Young Thug,"1,020,881,692",
El Chombo - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Records],"998,987,322",
Drake - God's Plan,"911,539,556",
"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)","810,941,119",
"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]","778,365,453",
Natti Natasha ❌ Ozuna - Criminal [Official Video],"768,845,166",
"Reik - Me Niego ft. Ozuna, Wisin","759,711,954",
Dua Lipa - New Rules (Official Music Video),"745,996,654",
Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),"742,099,302",
Ozuna - Síguelo Bailando (Video Oficial),"707,138,097",
Ariana Grande - no tears left to cry (Official Video),"695,080,919",
Alan Walker - Faded,"681,632,735",
"J Balvin, Willy William - Mi Gente (Official Video)","680,975,401",
BAD BUNNY - AMORFODA (Video Oficial),"647,905,529",
"Bella, Wolfine - Video Oficial","646,825,338",
"Thalia, NATTI NATASHA - No Me Acuerdo (Official Video)","645,295,020",
Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,"628,214,353",
XXXTENTACION - SAD!,"625,850,608",
Imagine Dragons - Thunder,"612,404,852",
The Chainsmokers & Coldplay - Something Just Like This (Lyric),"605,982,304",
MC Fioti - Bum Bum Tam Tam (KondZilla) | Official Music Video,"600,609,761",
Crazy Frog - Axel F (Official Video),"596,755,983",
Guru Randhawa: Lahore (Official Video) Bhushan Kumar | Vee | DirectorGifty | T-Series,"583,333,538",
Sebastián Yatra - No Hay Nadie Más (Official Video),"579,646,352",
BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V,"579,161,650",
"Laung Laachi Title Song | Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Song 2018","577,637,495",
"6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz","566,424,905",
Ed Sheeran - Thinking Out Loud (Official Music Video),"561,624,038",
"Becky G, Bad Bunny - Mayores (Official Video)","560,477,833",
"Carlos Vives, Sebastián Yatra - Robarte un Beso (Official Video)","558,189,598",
Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],"558,100,975",
Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,"554,203,006",
Zé Neto e Cristiano - LARGADO ÀS TRAÇAS - Zé Neto e Cristiano Acústico,"545,500,694",
Bruno Mars - Finesse (Remix) (feat. Cardi B) (Official Music Video),"530,044,785",
OneRepublic - Counting Stars (Official Music Video),"526,950,436",
Amor de Verdade - MC Kekel e MC Rita (KondZilla) | Official Music Video,"523,482,827",
Passenger | Let Her Go (Official Video),"522,707,393",
Paulo Londra ft Lenny Tavarez - Nena Maldicion (Official Video),"519,978,634",
Sam Smith - Too Good At Goodbyes (Official Music Video),"517,090,653",
6ix9ine - BEBE ft. Anuel AA,"514,637,529",
"Swag Se Swagat Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Vishal - Shekhar, Neha B, Irshad","513,793,536",
Tyga - Taste (Official Video) ft. Offset,"507,550,300",
ZAYN - Dusk Till Dawn (Official Video) ft. Sia,"502,364,767",
Lil Pump - Gucci Gang [Official Music Video],"483,667,210",
KAROL G - Mi Cama (Official Video),"480,567,744",
"Alex Rose ft. Cazzu, Lenny Tavarez, Lyanno & Rauw Alejandro - Toda (Remix) [Video Oficial]","476,826,671",
Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),"472,858,097",
"J Balvin, Zion & Lennox - No Es Justo (Official Video)","472,308,274",
Esperándote - MTZ Manuel Turizo | Video Oficial,"471,987,229",
Post Malone - Psycho ft. Ty Dolla $ign,"470,712,688",
Piso 21 ft. Paulo Londra - Te Amo (Video Oficial),"469,466,818",
Una Lady Como Tú - MTZ Manuel Turizo | Video Oficial,"468,164,713",
Clean Bandit - Solo (feat. Demi Lovato) [Official Video],"465,779,504",
BAD BUNNY x DRAKE - MÍA (Video Oficial),"460,391,652",
"Calvin Harris, Dua Lipa - One Kiss (Official Video)","456,169,250",
Childish Gambino - This Is America (Official Video),"455,975,201",
Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,"455,498,091",
Lil Dicky - Freaky Friday feat. Chris Brown (Official Music Video),"454,015,706",
Dua Lipa - IDGAF (Official Music Video),"446,581,600",
Siti Badriah - Lagi Syantik (Official Music Video NAGASWARA) #music,"442,326,938",
Ozuna - Se Preparó (Video Oficial) | Odisea,"441,860,963",
Ozuna x Bad Bunny x Wisin x Almighty X Dj Luian X Mambo Kingz - Solita,"440,466,422",
"Sofia Reyes - 1, 2, 3 (feat. Jason Derulo & De La Ghetto) [Official Video]","435,697,026",
XXXTENTACION - changes,"431,758,786",
twenty one pilots: Stressed Out [OFFICIAL VIDEO],"428,895,148",
Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video],"424,931,953",
Imagine Dragons - Believer (Official Music Video),"422,284,187",
Balti - Ya Lili feat. Hamouda (Official Music Video),"419,594,681",
BANDA MS - EL COLOR DE TUS OJOS (VIDEO OFICIAL),"418,195,451",
BTS (방탄소년단) 'FAKE LOVE' Official MV,"414,976,518",
"Sebastián Yatra, Mau y Ricky - Ya No Tiene Novio (Official Video)","412,842,037",
Gusttavo Lima - Apelido Carinhoso - DVD Buteco do Gusttavo Lima 2 (Vídeo Oficial),"408,336,438",
The Weeknd - Call Out My Name (Official Video),"408,165,707",
Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,"404,547,220",
Christina Perri - A Thousand Years [Official Music Video],"403,102,812",
"KAROL G, Anuel AA - Culpables (Official Video)","402,718,442",
Marshmello - Alone (Official Music Video),"400,345,245",
Osito Gominola - Full Spanish Version - The Gummy Bear Song,"398,251,015",
Prada : Jass Manak (Official Video) Satti Dhillon | Punjabi Song | GK Digital | Geet MP3,"391,417,303",
The Gummy Bear Song - Long English Version,"390,043,801",
Culpables - MTZ Manuel Turizo,"389,142,422",
Imagine Dragons - Whatever It Takes (Official Music Video),"387,207,240",
"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka","386,016,882",
