Daddy Yankee & Snow - Con Calma (Video Oficial),"1,654,819,842","128,107,043,312"
"Pedro Capó, Farruko - Calma (Remix - Official Video)","1,545,847,102",
"ROSALÍA, J Balvin - Con Altura (Official Video) ft. El Guincho","1,202,699,699",
"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin - China (Video Oficial)","975,223,843",
Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),"967,066,919",
"Anuel AA, KAROL G - Secreto","923,047,840",
"Jhay Cortez, J. Balvin, Bad Bunny - No Me Conoce (Remix)","857,314,382",
"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)","856,980,100",
"Shawn Mendes, Camila Cabello - Señorita","853,611,022",
El Chombo - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Records],"765,543,345",
"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)","760,150,883",
Luis Fonsi - Despacito ft. Daddy Yankee,"739,854,801",
"Maari 2 - Rowdy Baby (Video Song) | Dhanush, Sai Pallavi | Yuvan Shankar Raja | Balaji Mohan","737,648,347",
Billie Eilish - bad guy,"698,574,937",
BLACKPINK - 'Kill This Love' M/V,"696,553,318",
"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika Singh,Neha,Kumar S","667,278,342",
Ariana Grande - 7 rings (Official Video),"661,176,111",
"Vaaste Song: Dhvani Bhanushali, Tanishk Bagchi | Nikhil D | Bhushan Kumar | Radhika Rao, Vinay Sapru","660,800,064",
BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) (feat. Halsey)' Official MV,"655,893,166",
Maluma - HP (Official Video),"637,685,039",
"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)","595,377,418",
Ed Sheeran - Shape of You (Official Music Video),"568,795,173",
"Mau y Ricky, Manuel Turizo, Camilo - Desconocidos (Official Video)","539,592,776",
Ed Sheeran - Perfect (Official Music Video),"521,306,933",
Los Ángeles Azules - Nunca Es Suficiente ft. Natalia Lafourcade (Live),"516,891,231",
Imagine Dragons - Believer (Official Music Video),"512,896,475",
BAD BUNNY x DRAKE - MÍA (Video Oficial),"507,761,205",
"Sam Smith, Normani - Dancing With A Stranger (Official Music Video)","497,742,461",
Paulo Londra - Adan y Eva (Official Video),"494,679,966",
Te Robaré - Nicky Jam x Ozuna | Video Oficial,"492,545,518",
"Casper, Nio García, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial)","492,195,175",
Marshmello - Alone (Official Music Video),"490,660,381",
Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix],"482,363,382",
"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar, Kumar S","478,336,668",
Maluma - 11 PM (Official Video),"462,705,131",
BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V,"462,121,259",
6ix9ine - BEBE ft. Anuel AA,"461,541,427",
FILHALL | Akshay Kumar Ft Nupur Sanon | BPraak | Jaani | Arvindr Khaira | Ammy Virk | DESI MELODIES,"459,219,104",
Soltera Remix - Lunay X Daddy Yankee X Bad Bunny ( Video Oficial ),"458,107,185",
TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),"455,271,815",
"David Guetta, Bebe Rexha & J Balvin - Say My Name (Official Video)","454,324,766",
"Becky G, NATTI NATASHA - Sin Pijama (Official Video)","454,064,502",
Alan Walker - Faded,"452,123,329",
Crazy Frog - Axel F (Official Video),"448,169,629",
"Sebastián Yatra, Reik - Un Año (Official Video)","447,280,188",
Anuel AA & Haze - Amanece [Official Video],"444,285,368",
श्री हनुमान चालीसा 🌺🙏| Shree Hanuman Chalisa Original Video | 🌺🙏| GULSHAN KUMAR | HARIHARAN |Full HD,"437,343,738",
Ava Max - Sweet but Psycho [Official Music Video],"437,190,921",
"Laung Laachi Title Song | Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Song 2018","430,311,947",
Anuel AA - Ella Quiere Beber (Remix) ft. Romeo Santos,"429,840,879",
Lehanga : Jass Manak (Official Video) Satti Dhillon | Punjabi Songs | GK Digital | Geet MP3,"428,305,620",
"Wisin & Yandel, Romeo Santos - Aullando (Official Video)","424,040,283",
"Tainy, Anuel AA, Ozuna - Adicto (Official Video)","423,511,028",
Official Video: Nikle Currant Song | Jassi Gill | Neha Kakkar | Sukh-E Muzical Doctorz | Jaani,"419,277,325",
Lil Nas X - Old Town Road (Official Movie) ft. Billy Ray Cyrus,"413,153,354",
Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,"413,141,630",
Sech - Otro Trago ft. Darell (Video Oficial),"408,082,769",
"Thalia, NATTI NATASHA - No Me Acuerdo (Official Video)","404,255,151",
"J Balvin, Willy William - Mi Gente (Official Video)","402,818,402",
"Luka Chuppi: COCA COLA Song | Kartik A, Kriti S | Tony Kakkar Tanishk Bagchi Neha Kakkar Young Desi","396,107,818",
Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth,"395,180,528",
Dua Lipa - New Rules (Official Music Video),"394,079,790",
BAD BUNNY - CALLAÍTA (Video Oficial),"391,515,149",
She Don't Know: Millind Gaba Song | Shabby | New Hindi Song 2019 | Latest Hindi Songs,"387,715,198",
Paulo Londra - Tal Vez (Official Video),"386,307,705",
"KAROL G, Anuel AA - Culpables (Official Video)","383,956,945",
Tyga - Taste (Official Video) ft. Offset,"381,449,046",
"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) (Official Music Video)","364,748,211",
Dheeme Dheeme - @TonyKakkar | Neha Sharma | Official Music Video,"363,390,271",
Dhurata Dora ft. Soolking - Zemër,"360,882,720",
COKA : Sukh-E Muzical Doctorz | Alankrita Sahai | Jaani | Arvindr Khaira | DM,"360,469,646",
Dynoro & Gigi D’Agostino - In My Mind,"357,749,686",
"Billie Eilish, Khalid - lovely","353,208,833",
